Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Fiji,FJI,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,77.4514574,70.94757804,74.85368852,88.06167315,102.1189748,91.78381849,80.34319131,82.39770642,88.04876543,88.37313245,86.86616267,87.18489854,80.21306391,80.76056022,82.88770044,68.83122763,62.77528923,73.80106975,73.07650612,76.88600235,85.81272687,83.43943532,74.20062996,70.34194797,66.38366298,65.63445351,59.75505822,64.43408559,80.44976027,90.89677155,93.56646,79.63099491,70.02037787,71.5114668,77.4483839,76.68877127,81.5052725,75.92498095,74.64552224,78.0806219,84.31554951,86.1139306,77.23861119,81.4173499,78.98589419,77.43917,81.20129936,75.62942777,90.42951671,72.10974135,84.35857845,86.01867398,87.4616168,93.8909319,95.18015771,63.5560655,65.75779957,63.06191167,67.38422143,69.19026905,57.68797467,68.08312346,81.36579604,
France,FRA,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,21.12960868,20.61467692,19.5602211,19.99547067,20.43127227,20.24872682,20.75589361,20.16424276,20.74346682,22.94876376,25.07807682,25.39486625,26.26512873,28.13865099,34.73146632,29.66669941,32.48719176,33.09134492,31.805021,33.83010688,35.77643562,36.938703,36.31665018,35.87445197,38.05053172,37.95162197,32.96936262,32.84808056,34.02316396,36.32254318,35.53665643,35.36533481,33.9294015,33.18451913,35.62253549,36.88432541,37.37175753,40.4141438,41.80682233,42.94767798,48.80870255,47.32577408,44.02403552,42.87664921,43.54767646,44.04078835,44.72186172,44.74467853,45.49135857,38.715202,42.9019431,45.94864264,46.32172378,44.89634658,44.04851689,44.15492844,43.22084151,44.4918997,45.09790207,44.91268874,40.41423457,43.9319595,51.6756868,
Faroe Islands,FRO,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,81.33638314,83.94614034,77.01878822,83.84621879,98.82423463,92.96608556,84.9162239,96.78416863,85.27974923,79.36368215,78.68398668,81.16550901,84.69651133,71.75173681,74.86103473,75.10499919,79.43109432,79.89178554,74.58739984,83.17926935,94.36707021,87.39358619,80.77837799,88.685207,72.12552654,76.26128324,71.4186295,75.33370945,73.90605125,67.29704453,69.43087883,79.61258818,86.72963343,81.87942402,75.74209529,75.11145233,77.16853714,80.60098135,,,,,,
"Micronesia, Fed. Sts.",FSM,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.93664796,55.47337278,59.7826087,59.566787,69.06232454,70.06048387,53.82716049,49.64452265,53.99600155,56.13999767,56.65383275,52.23936531,55.30029776,58.0983015,54.01678726,59.48672733,62.43860204,59.53287073,61.13387965,63.86611171,69.16336272,70.28570246,66.67921673,83.84152218,75.17218556,70.29945677,60.45017527,63.19316983,70.72663643,62.45452274,60.95553903,58.41346154,63.23529412,65.7635468,68.39622642,
Gabon,GAB,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,55.84263153,54.28366505,54.70563176,78.32716781,70.01117455,73.73905582,67.92765856,68.86553204,64.5230164,68.84092904,69.17797637,71.00057074,85.24805448,72.0827215,71.23355792,65.44329905,54.42927398,73.29099906,72.14961102,78.54134544,66.52431908,78.76198952,83.69246649,79.173745,76.79453036,84.01412024,62.78575692,61.49070078,51.81896598,56.49229705,52.45036827,56.9506882,49.74616556,71.71168117,74.1143854,72.49671103,72.72516522,77.49468231,67.33702869,69.37605672,69.83587114,70.19338438,66.42362443,65.54151314,65.31347436,68.20564886,69.47404215,67.97046649,77.89306187,64.86045225,81.18924667,73.75493149,76.42193005,78.38827034,67.81488931,57.59534126,53.43738334,57.97251921,59.56486381,54.87600745,63.03797945,55.42105755,65.4905599,
United Kingdom,GBR,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,32.28419918,30.6179549,29.94797475,30.29852773,30.55475695,29.40149473,28.95109444,28.54834544,31.9423058,32.28961144,31.6066311,31.02747355,30.38624974,35.40340611,44.81947609,40.02537475,43.46245655,45.25510443,42.78275092,42.36890942,39.94688281,37.90033454,38.17695632,39.15276742,43.03608942,42.96247165,38.8098712,38.33579367,36.7538342,37.76909425,37.33629976,34.55652565,34.88752387,36.81017066,38.50582625,37.58279277,38.45036379,37.66541808,35.99091879,35.37476176,37.39435353,37.31536104,35.93723744,34.22975935,33.84090489,35.99340196,39.48462492,35.31358669,39.12304217,36.51373476,40.73466463,44.72244127,43.64908885,43.41036248,39.31581418,37.42780936,38.95669338,40.37086679,40.36055847,40.54959299,38.4675463,37.08867473,43.83703854,
Georgia,GEO,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.908847185,8.736529466,19.6891832,20.15763484,28.62637715,33.72719489,29.83259445,33.14255078,33.75333852,33.26642504,33.63010797,40.13651522,48.64043647,52.33264743,59.57199009,63.37406539,60.93717516,52.32694183,56.63544116,61.25439968,63.15187167,63.60067831,65.02969034,63.5562881,62.47028623,66.5101032,72.41038893,76.22019166,71.8933011,76.98598169,77.20092531,
Ghana,GHA,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,56.21173763,55.12043011,47.11752786,43.24545455,37.97006472,37.09822647,28.99868248,34.88031915,38.4,34.35682159,39.2377158,37.9864,34.58472469,36.74493002,53.86244635,57.18644709,61.26019001,64.33754367,57.31092157,45.94266884,53.69803043,51.41574643,39.12294826,59.30088351,25.74632708,32.92404561,33.28290376,42.03096515,36.82351912,43.62265332,35.69302022,25.32111295,53.31896178,59.45796312,64.86873084,56.1538527,54.47864561,57.4770754,58.24591975,67.37400752,93.1996625,91.62966139,74.11374258,72.50360844,73.45673932,75.8429721,50.18425249,49.36493569,54.18177884,53.30780168,58.64402134,72.76416991,75.87523459,49.9039954,50.77640367,48.14394057,42.83455986,43.8400739,41.71984128,42.5517441,38.40635513,35.65697095,43.53628659,
Gibraltar,GIB,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,49.16833045,49.57046993,46.80627262,48.68362404,52.2733504,47.16326858,38.26926214,39.3706011,36.12079489,41.17810496,35.07394921,34.49004521,34.27734802,34.43810245,42.66597423,47.07652136,46.64092588,36.24027556,41.92043782,56.96149593,47.1324865,38.53918715,38.88469735,31.41327965,41.96415698,52.15811984,54.75222883,44.8271826,50.55548584,45.17749105,79.60720504,78.23980188,62.10661331,55.15938702,89.28019863,89.64804438,58.71167864,
"Gambia, The",GMB,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,,,,,,,76.902057,79.23759393,82.60433819,79.70231668,66.92661771,61.00989694,74.37386149,74.48021875,93.94962172,90.29367395,97.15589101,90.51864345,80.89245396,96.0829874,81.29977086,69.93718433,68.03963167,76.36499443,84.01898081,60.24994186,74.87328633,75.69354177,73.49847162,66.16914756,69.0669382,35.05665878,38.50169567,43.44135103,33.08801088,25.19084403,32.89165592,36.45941308,29.63279382,25.03915338,25.92877803,20.80270374,30.78331557,33.05692236,25.67832755,25.98031747,25.61396465,26.09980501,21.5140933,25.51473375,22.8731394,31.42526865,35.75959757,35.1844049,41.64424082,38.81940794,29.70539351,44.65384906,48.90249724,41.57454623,35.48230485,31.3969437,33.55897149,
Guinea-Bissau,GNB,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,,,,,,,,,,,39.37328159,42.01677616,39.90749281,53.70675203,47.58273194,41.28980538,38.26082688,43.48914934,49.72818298,62.42730428,59.64547234,41.36184663,37.45688656,39.12517614,46.93855866,50.04996198,53.75311186,50.04706667,49.86071824,38.94098966,43.03949055,37.33224202,45.07023459,37.57163597,83.60918582,61.81907415,42.52647504,51.01451658,43.59249566,45.44509518,32.60616009,31.83728736,27.04600314,27.22749286,29.8836851,54.85247702,60.09801448,73.75406032,74.1803337,74.68741851,69.18636105,47.37144869,34.57090589,35.08311174,40.38237822,47.9856688,47.15841255,51.25253902,45.45967406,44.03883608,40.16041167,43.45391206,42.05541161,
Equatorial Guinea,GNQ,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,,,537.118656,424.3505196,440.512299,81.85538881,83.92417885,94.02986815,100.7194245,105.6143483,73.87146795,86.22421207,70.30500333,56.6479951,52.03915829,44.10538974,13.50659726,23.07969262,,,78.98444833,103.4536565,97.07719149,72.00321989,65.57909448,59.56350898,99.46681094,103.9146251,109.4150051,104.2304242,109.7044645,93.77308102,78.68919606,85.26408322,98.20746328,174.8284274,225.412194,193.2911597,203.9452978,182.5740373,147.9925645,174.3845015,145.2337369,149.2707946,129.0252565,101.9060956,101.3926625,99.2753917,96.22836683,97.79877774,94.91589499,95.85461712,102.7543612,94.78407705,86.12731345,76.03050602,64.25694181,65.91309531,73.1999017,65.99711249,45.37177559,66.83192031,85.62189188,
Greece,GRC,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,20.87569014,18.88579669,18.24268744,18.55722488,17.90192644,19.01379514,18.96056099,18.12281529,18.44276853,18.49228153,19.79472597,18.91479775,19.05775864,22.07371366,25.30441545,26.82126153,27.67003315,26.56163641,25.29240656,24.77704663,27.62817659,24.94149239,26.22579127,28.14751565,29.67720288,30.68326813,30.14920639,30.00788221,23.27786851,29.93089096,28.48267338,28.76647342,28.16097408,27.98939742,26.5098819,26.9962311,27.38828904,26.71531233,28.49859504,29.17408523,34.67099325,32.66541722,27.16282233,28.77598441,28.24825437,30.7271287,32.47306246,34.93572012,35.93562163,29.96602862,31.6109422,35.50722293,40.08192278,40.60103715,41.59677931,38.50094137,38.80958804,43.09452625,48.75230817,48.86219292,48.36684893,57.91413323,71.27817626,
Grenada,GRD,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,64.34061795,60.00743664,63.5731874,60.41453912,63.12043994,59.79164287,57.66157188,50.84746552,54.85056182,61.30406347,56.2765649,52.88598308,47.50724577,47.4651518,47.87904335,40.94654953,44.54311567,43.67728072,42.66853476,46.87779643,49.97570153,52.70197502,49.37663345,55.18759867,48.99660852,43.86152207,50.08304247,44.2316435,51.18210863,46.37178916,52.45928657,47.70114172,40.322813,44.48682352,47.13252187,47.00696399,48.06445516,41.36056301,40.62156379,35.88784655,39.97565269,42.69127093,42.35733623,40.25259033,42.9283933,51.50656049,
Greenland,GRL,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,,,,,,,,,,,96.37510688,90.42946715,88.59458079,89.90127027,116.5261447,101.8037588,89.29334657,89.27630423,78.93537064,104.6010628,107.9714569,110.1551598,111.8281807,107.1641207,116.7719587,113.8355255,102.8164591,108.3325362,101.2677757,87.86836803,88.02944063,73.68420551,76.01770051,71.07311712,64.42072048,66.58652643,69.97821336,64.35640037,57.74625734,60.62453306,59.7364285,54.50340336,59.01790531,51.77192715,50.86420397,53.78952186,52.45622995,52.80442863,55.30007803,43.55793372,47.45987427,52.37549748,51.19404582,55.75529072,50.17477238,42.93523303,48.35362117,47.55202326,50.00356462,60.45420784,57.51107159,57.72898551,,
Guatemala,GTM,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,22.4223862,21.45444613,19.93704092,25.57808046,28.25032932,31.17019913,31.13539944,30.61575507,29.5560385,29.43919957,30.14705882,29.22208787,30.9808214,33.74591181,40.23406738,37.21989084,36.62978322,40.37952594,39.12298491,39.76762264,39.5750568,33.85419574,28.77136729,25.24861767,25.42766605,22.95906066,27.69648928,34.35717993,32.88868434,32.83902648,36.75722412,32.45753919,36.65434401,34.55257914,33.35840847,36.05495859,33.1869509,35.09269701,37.19420988,38.50770418,40.86281819,43.86255579,57.82078309,58.33238222,61.54649249,59.29047973,60.3141848,60.99288306,57.87492707,50.49002085,54.82516196,57.62862954,54.38770486,51.97140929,50.27470623,45.53592534,41.55274151,40.99994534,41.55008726,40.24370539,38.24992598,46.90128275,50.32560421,
Guam,GUM,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.91091493,13.0294397,13.42841267,19.91087344,12.70908777,12.6419251,13.18809247,18.22985469,16.99654414,10.72035338,13.91474767,,
Guyana,GUY,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,93.99808088,92.54798493,86.68911131,97.29292731,93.44138365,94.26206897,99.25411523,97.13143663,97.93253536,97.87404733,100.8215086,101.4004609,101.618555,101.9385856,120.9804127,143.2926316,141.4928263,127.3672979,113.3943362,115.1873916,126.1604775,138.5097144,111.8257261,85.83106267,96.65663881,95.26153846,90.16129448,142.9812908,107.7815396,127.7057189,143.2237527,159.2388236,196.4809347,197.7531967,177.8599708,157.9726006,162.0343459,163.6547584,142.7116671,144.3674413,150.2803767,149.1222324,144.6019205,146.5553536,157.9052164,162.5689925,62.06356981,63.64035433,69.64857704,60.77715496,66.3285181,78.56131333,84.00013856,77.97877226,71.66287646,61.75464224,64.44780415,64.88809768,78.30585309,108.3737899,88.46231055,108.5885685,101.3426165,
High income,HIC,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,15.9533081,15.82494596,15.515919,15.80752448,16.29100966,16.41787435,16.87815996,16.68870116,17.37624455,18.09284217,19.62481445,19.82891541,20.37548578,23.20008727,29.5685454,27.33203138,28.84297216,28.94973228,28.16460462,31.0009075,33.8582124,32.87905316,30.95174965,29.15419313,30.13167663,29.14825401,27.05311611,27.76060072,28.33210811,29.31961543,30.01042492,29.1349195,28.85970839,28.14379297,29.76013807,31.98841118,33.04983492,34.48597288,34.24740673,34.86554999,38.04977724,36.74003029,36.50957315,37.76432461,40.59622458,42.78388896,45.91382867,47.72456734,50.50324615,41.45001011,46.78366865,51.05639719,50.88621625,51.10763415,50.23896035,46.78203424,44.99763521,47.02989966,48.36179783,46.54875484,44.14092432,49.05986558,54.00435707,
"Hong Kong SAR, China",HKG,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,129.8458773,125.2455721,119.8873881,112.1274192,113.6659017,111.372178,124.1442732,124.2351373,139.9355846,145.3096466,142.6028131,139.9910026,127.7037617,133.5721417,135.7590113,127.3077825,134.525533,127.6254626,135.6637452,143.2421898,150.0838937,154.2767709,143.1039334,156.6945665,175.4060651,171.6313474,175.3434062,196.3597651,224.1229559,219.5050427,217.2333813,227.6776133,236.8083454,229.8988912,233.6638405,255.7463738,239.2952333,226.3799339,214.1232496,214.2233698,242.7492815,232.0330334,246.4080517,286.2443229,318.4132087,326.1999477,340.2079692,340.0417722,348.0519672,318.4629853,368.2933446,388.8833172,398.4303083,419.9623154,385.9517654,345.6062344,331.3451187,333.6850656,330.3758222,306.4717742,324.2685067,374.6864547,355.0144589,
Honduras,HND,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,40.22046775,40.70746771,41.52159897,43.3934666,43.10722101,48.95311118,53.09573598,53.50275874,56.74087817,52.69460683,55.32503458,52.39398085,49.56436062,57.09592209,64.8622523,61.83274021,63.50148603,65.16921429,42.00511167,44.0145567,46.34389689,42.28596567,31.89965722,32.94839787,32.91754522,31.60215711,30.45178029,26.13673287,30.18948685,33.65029344,38.02552037,41.6033109,43.50991792,52.30651077,64.90344308,68.21949541,79.61604836,88.38960989,96.79030248,98.32379475,102.0087553,99.00456559,103.4199014,103.6159721,116.8186993,118.8171048,115.2280873,118.6934241,119.956214,83.62641408,95.78047824,107.8639336,106.4842922,101.5474323,97.02106669,92.47470276,85.2718338,86.72538438,87.69411072,83.44779814,75.27323302,88.76846172,93.79620912,
Heavily indebted poor countries (HIPC),HPC,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,37.7993977,37.8535322,36.49918709,36.6797966,37.10364843,35.86971832,34.97596678,34.93891458,36.82287871,37.30117834,38.01385971,38.84173645,35.79425563,37.92510633,44.11928516,40.41664118,40.66089326,42.14011186,39.460943,39.50385317,43.27859537,37.67215333,34.90746937,34.35385738,31.82895062,33.35010359,31.11729984,30.51989737,28.79972751,29.88541954,26.5860588,22.39454551,31.73544254,30.64874669,37.83572947,38.73364146,38.91956474,37.85540096,37.6689852,37.44176664,36.14870197,39.08280686,39.23157126,40.31730192,43.84373388,46.49869777,46.59361852,46.38611223,48.67000929,42.10323808,45.64576969,50.91561267,51.65916069,49.09516457,47.04100522,43.94771347,38.86374508,38.2080144,44.26737116,41.4475147,39.05314096,44.04987913,47.48683929,
Croatia,HRV,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.10661702,51.46281338,54.1190928,49.42201726,50.9125732,55.66973744,59.89162779,58.36547674,57.85306084,58.86953395,60.84130496,64.18743513,63.98774311,65.44157107,50.77815482,54.18787658,57.38467826,57.89078837,58.29614798,61.75015206,65.8626485,68.01365058,72.95179799,74.17701456,73.75920247,76.2170727,81.6502465,97.21641303,
Haiti,HTI,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,26.72160338,23.97939987,28.37917992,27.12936709,24.90153137,20.09897757,20.0569944,18.96380678,20.11040068,19.39664195,28.6835749,29.49283354,30.37642804,29.13459696,34.84263266,33.60727912,37.65642775,38.22597676,39.8275508,42.29131963,43.43113166,41.43571717,38.32587165,37.38605567,34.63274969,30.35732059,23.46850733,29.94333724,20.0082114,15.89770619,15.88998549,16.29450868,15.55072236,23.15980917,15.36283207,27.12104641,25.9671692,25.75660667,29.9954049,32.71761332,19.87211988,20.32542662,22.72050808,30.26450707,27.87743447,27.36783792,27.85800072,23.88218127,26.79008901,23.28187736,31.40991487,29.11118403,29.06865333,29.96143901,30.92385278,30.74150792,31.3377854,32.26585016,35.9671344,35.85487079,30.56197956,26.02812663,29.15044252,
Hungary,HUN,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.02240573,56.24753533,53.42067133,58.50577515,61.0222648,72.54801353,85.28033521,100.006596,108.0973021,127.8399786,119.1683963,106.8971386,106.5860738,111.5098783,114.3774182,132.6674842,136.2218936,137.3397479,122.6595812,138.9525354,151.2953176,154.2887955,153.0125269,152.8136758,152.1855544,152.2426482,154.6513897,152.863337,148.997265,150.5300348,156.3770304,178.0977587,
IBRD only,IBD,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,18.84645293,18.53737674,17.8860863,17.61817383,17.30085782,16.81332844,17.80204576,17.63940754,17.79275766,17.1040691,17.25481272,17.3239666,16.75399261,19.03867376,26.47727683,26.0742681,26.05310631,26.10198151,25.7937444,26.81925506,31.49198999,31.48896838,31.24976819,28.06969577,28.49484663,27.99740308,26.13160001,29.24859982,31.56240414,30.31367426,28.96394073,31.57699063,30.35482966,30.08572256,33.92472483,36.57352477,36.45546037,37.29323794,36.31859262,38.75417215,43.19527159,42.17693115,44.94995069,48.21424516,52.44397904,53.67658832,54.71112794,53.33990787,54.46982063,43.91598482,46.79038336,48.75251073,47.6471443,46.56937274,45.11852431,41.88465923,39.36302607,40.68426179,42.83502488,41.15752149,40.00257422,44.38755562,46.90628804,
IDA & IBRD total,IBT,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,21.05208067,20.61599634,20.03543439,19.86882644,19.70733214,19.027849,19.7160531,19.45109835,19.25367397,18.74813148,18.76403405,19.21148683,18.71343402,21.02316882,28.40305445,27.66504628,28.16085178,28.72798371,28.14745015,29.08887348,33.74145048,31.34397594,30.61682913,28.32304625,28.87232832,28.37987507,26.18996676,28.97402106,31.2177256,30.39265412,29.0699798,31.16801049,30.61382837,30.21201516,33.68150721,36.03778023,35.76622693,36.43741368,35.20413936,38.39687918,42.33788404,41.45513113,43.80659057,46.91826015,51.0641907,52.4118264,53.30746081,52.13689797,53.34999388,43.11239369,45.96289153,48.49274392,47.27844602,46.06854079,44.60531822,41.24553657,38.73147629,40.13703185,42.37247738,40.7316467,39.40241546,43.94391386,46.41849519,
IDA total,IDA,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,36.86121357,34.36485541,33.64474611,34.81464939,36.48383757,34.6671283,32.37163222,31.80237746,29.39364607,30.23772383,28.29242,32.1942186,31.24785062,34.97365493,40.82539383,37.13251122,41.06727004,45.65097492,43.71090538,44.43313291,49.14450314,30.66016714,27.4825346,29.95781988,31.43059256,30.95265779,26.58228499,27.1350275,28.76951339,31.07898493,29.98616858,28.12340884,33.20179601,31.55481035,31.14149292,30.79863192,29.41324338,28.46585456,25.56336558,34.47188187,33.35367438,33.80742996,32.43943823,33.98932845,37.05950205,39.2397699,38.70746248,38.89951964,40.94667989,34.38861622,36.50678604,45.02025305,42.31966383,39.50502223,38.17716664,33.64509166,31.26211808,33.30633156,36.43892546,35.35091031,31.9601524,37.94735508,39.89287869,
IDA blend,IDB,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,32.05244621,29.02414013,28.65701793,30.1541728,32.71689529,32.67038401,29.05247049,29.65875985,22.68744103,24.03643574,21.82484733,28.29666474,31.82546938,38.1583406,47.62892515,44.87523053,45.38826899,51.99597517,51.32806425,50.80223282,56.76116291,27.58857446,24.34104336,27.68277857,31.67411413,31.42009733,25.80028138,28.35588024,29.65107586,34.93709061,36.70895811,36.77095532,39.25770641,34.95182943,31.20570744,26.62341213,24.85641137,23.81793626,19.10978543,37.14663605,33.99767237,33.42306392,29.67335443,32.60474297,35.8933402,39.06224382,36.9560572,37.78770517,41.27263338,34.32209245,36.5587685,41.25754398,35.76248698,31.81694471,31.34383303,24.78331519,23.42245219,25.87591439,28.04443718,28.1693091,23.65146641,29.41361475,31.23117662,
Indonesia,IDN,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,,,,,,,,23.18377599,20.44806183,19.61037528,23.05838323,25.03874102,30.36119632,36.501614,43.67033993,38.97077319,38.15487467,37.29186721,35.62869265,44.34419721,45.17376395,41.54903414,43.42576908,46.27136761,42.17140795,33.82831876,33.51048814,39.54451631,38.80656262,40.87180138,44.76321314,47.17034675,47.83914017,41.23306156,40.72425061,42.56970088,40.78951963,49.87369614,89.73703008,60.40227417,66.05098262,59.1441603,49.83425096,45.27958614,48.91976662,56.92160282,50.5188961,48.84447583,52.35770431,39.55520333,38.86164355,42.65914667,41.58791943,40.45712164,39.7918869,34.04304572,30.0622175,32.07266525,35.38732358,30.28853891,28.79246548,36.04669477,40.13538864,
IDA only,IDX,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,40.8260915,38.78520317,37.84386417,38.78644594,39.7526424,36.34140196,35.19384497,33.54355923,34.94921838,35.71871006,35.72255079,36.07528543,30.74946547,32.56117307,35.01798443,30.97614421,36.5415087,39.28236976,36.58848713,38.08449867,40.7965608,36.46538116,33.19606714,33.13065109,31.17618701,30.47325504,27.21352623,26.2314859,28.115481,28.44639949,25.89385906,22.78617017,28.92690501,29.15019954,31.09224733,35.05233519,34.53055409,33.69511397,32.79982795,32.90219563,32.92548244,34.06176476,34.32261764,34.9462439,37.91613147,39.37396596,40.13298932,39.7857153,40.69408867,34.43507021,36.46945378,48.39056139,48.80441904,47.18372723,45.05459307,42.07591862,37.65804277,38.72599252,43.17652878,40.94292786,37.93098321,44.13267304,46.18246871,
Isle of Man,IMN,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,9.816395893,9.359602397,8.929951781,8.473434566,8.110794057,7.598037191,11.76048329,8.748389461,8.158543482,6.924104067,6.648245627,6.621985158,6.536231799,7.165971679,9.10516768,10.90250342,10.91735744,10.72134339,10.58701292,11.52546532,12.58551272,12.25532704,12.02895889,10.63354337,11.65312708,10.78139967,9.968432199,10.02495814,10.9026049,12.30264405,12.94445948,14.13337468,14.99159963,15.88281098,15.84750058,18.1349655,18.08286248,18.38085167,18.13617209,18.01271192,20.04761208,19.31295403,20.53975634,21.6424477,24.87828661,29.55770843,31.92925739,31.19237559,43.02794992,31.4564997,34.41028048,42.09244013,43.03489948,42.02272644,38.52649691,31.47393343,27.28742591,28.25469628,31.04934687,28.57939102,24.3155082,30.74360846,34.35653152,
Not classified,INX,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,54.70962254,59.24294653,55.47814167,57.88113651,55.04934126,56.31930158,55.63727012,56.10657279,60.17840971,60.91768904,62.35220801,61.76628887,58.70472357,65.76508733,81.95661942,73.49368243,79.4922144,87.1239634,87.46588909,92.94551713,89.89851838,88.46556262,82.72504942,85.48087822,96.07269975,95.80623993,84.55288877,87.38368786,90.77937736,97.0656477,90.07490185,90.37408701,90.86074441,95.67991877,104.3965797,111.4336086,109.0620695,109.9441039,119.203662,119.3278154,128.1878686,121.9890838,109.3843987,89.05101912,85.71291204,84.11578826,78.32006057,76.03878403,76.12485927,75.54967264,79.65849374,80.422079,79.75436313,79.27808053,78.20068046,68.52343125,71.02408964,68.36548502,70.4597052,67.86327358,65.31062201,60.57225939,67.47495817,
"Iran, Islamic Rep.",IRN,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,28.48206056,30.74352044,28.82669339,29.2779247,35.78169572,34.91831993,33.00471637,40.34209413,37.86309303,37.22638451,37.03452267,41.48763326,24.53148927,22.38412061,29.93999531,35.35599773,32.07538807,28.89077488,28.34821941,19.9663958,26.05278418,26.39222028,25.73030565,25.47050818,20.00101942,14.32427577,8.461243489,16.03313234,16.38497515,23.13347833,31.74902951,,,61.97796422,46.22400416,33.43938903,32.11273867,28.59659343,24.8837215,30.17520219,38.90531579,33.41615511,37.98116362,38.13090286,38.76640117,42.5224512,44.22999676,38.20578145,41.48774991,31.12366131,34.24761532,30.94549645,25.71799177,27.86988831,32.63936072,28.22350664,25.32630883,29.23431704,46.33871326,37.91509875,35.73646987,33.59093253,32.07936615,
Iraq,IRQ,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,61.93885482,58.4227019,53.87844199,55.60612093,53.54153212,,,,49.81704679,49.37231009,48.9742129,58.390625,43.53588171,55.23562243,77.90383722,92.9745842,74.17701698,68.29776553,64.29098048,76.02774465,76.64402975,82.66134363,74.99351145,49.92766025,43.45057694,43.29360903,37.3536036,30.15454545,31.70958512,33.69641168,9.33439425,196.1763514,202.4664577,95.93535644,23.85158333,9.004167123,40.85799442,43.44359306,55.6956609,65.02971392,69.45212496,71.84788523,66.92084466,89.61493391,106.7819835,94.54329629,77.14597243,70.6732116,71.62816216,71.97540803,69.5930413,70.54063887,70.365254,67.41031674,68.98257442,69.61152634,54.5886203,59.88217136,65.84363218,68.99019523,58.22054938,68.47701133,85.36041504,
